#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:P_deduplicated_no_nonsense" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:P_deduplicated_no_nonsense" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:P_deduplicated_no_nonsense" spec="beast.evolution.tree.Tree">
#                <trait dateFormat="yyyy-M-dd" id="dateTrait.t:P_deduplicated_no_nonsense" spec="beast.evolution.tree.TraitSet" traitname="date" value="AF212302=1999-12-08,AF376747=2001-05-04,AJ627196=2004-02-10,AY988601=2004-01-01,FJ513078=2007-01-01,FN869553=2008-01-01,JN808857=2008-01-01,JN808864=2010-01-01,MH396625=2018-05-17,MH523642=2018-05-17,MH891774=2018-05-17,MK575060=2013-04-11,MK575061=2013-04-11,MK575062=2013-04-11,MK575067=2013-04-11,MK575068=2013-04-11,MK673559=1999-03-25,MK673565=2004-02-09,MK673566=2004-03-29,MK673567=2004-04-19,MK673568=2008-02-28,MK673570=2011-02-11,MK673571=2011-02-01,MK673572=2011-02-01,MK673576=2011-01-01,MK673578=2011-03-08,MK673579=2012-01-20,MK673580=2012-01-20,MK673581=2012-01-21,MK673582=2012-04-05,MK673583=2013-01-22,MK673584=2015-01-05,MK673585=2015-03-18,MK673586=2015-03-21,MK673587=2015-01-19,MK673588=2015-02-27,MK673589=2014-02-06,MK673590=2014-02-07,MK673591=2014-02-04,MK673592=2014-01-20,MK801755=2003-01-01,MN549402=2019-06-10,MN549403=2019-06-10,MN549404=2019-06-10,MN549405=2019-06-10,MN549406=2019-06-10,MN549407=2019-06-10,MN549409=2019-06-10,MN549410=2019-06-10,MW535746=2017-05-21">
#                    <taxa id="TaxonSet.P_deduplicated_no_nonsense" spec="beast.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.P_deduplicated_no_nonsense"/>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:P_deduplicated_no_nonsense" name="distribution" x="@birthRate.t:P_deduplicated_no_nonsense">
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:P_deduplicated_no_nonsense" name="distribution">
#            <parameter id="clockRate.c:P_deduplicated_no_nonsense" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.3" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	YuleModel	birthRate
2028000	-382.81602893883013	NaN	-382.81602893883013	NaN	3081.554101956547	Infinity	-382.81602893883013	0.0010338903700928765
2029000	-380.80154670718537	NaN	-380.80154670718537	NaN	2244.8482635230393	Infinity	-380.80154670718537	0.0016941422338090566
2030000	-394.36114620150624	NaN	-394.36114620150624	NaN	4185.566357909781	Infinity	-394.36114620150624	8.111109789177833E-4
2031000	-452.7239475375308	NaN	-452.7239475375308	NaN	11134.893412657124	Infinity	-452.7239475375308	3.323531983644218E-4
2032000	-424.98405103639584	NaN	-424.98405103639584	NaN	9652.65657323691	Infinity	-424.98405103639584	4.8771310567164583E-4
2033000	-426.7681863566793	NaN	-426.7681863566793	NaN	9240.462615950966	Infinity	-426.7681863566793	5.726607738975604E-4
2034000	-455.0640082274373	NaN	-455.0640082274373	NaN	17023.454242154276	Infinity	-455.0640082274373	2.7390012356349704E-4
2035000	-443.8393760969283	NaN	-443.8393760969283	NaN	11091.799095960268	Infinity	-443.8393760969283	2.7803886494496226E-4
2036000	-418.2869359873052	NaN	-418.2869359873052	NaN	5891.352252572226	Infinity	-418.2869359873052	4.4886107916493876E-4
2037000	-415.37000811708725	NaN	-415.37000811708725	NaN	7211.16214097386	Infinity	-415.37000811708725	5.817732074002741E-4
2038000	-369.1922694839123	NaN	-369.1922694839123	NaN	2298.7260595474722	Infinity	-369.1922694839123	0.0013995535959976605
2039000	-353.600011374003	NaN	-353.600011374003	NaN	1453.331394427483	Infinity	-353.600011374003	0.0023122787055086013
2040000	-322.99663990857766	NaN	-322.99663990857766	NaN	1163.2003122150782	Infinity	-322.99663990857766	0.0034273733451216613
2041000	-357.9029370006199	NaN	-357.9029370006199	NaN	1468.9132021292817	Infinity	-357.9029370006199	0.0022463040160787336
2042000	-320.50616753191593	NaN	-320.50616753191593	NaN	762.775999930002	Infinity	-320.50616753191593	0.0036067005371662546
2043000	-288.2183983570305	NaN	-288.2183983570305	NaN	636.5317870412871	Infinity	-288.2183983570305	0.006789819973835347
2044000	-299.8798677740895	NaN	-299.8798677740895	NaN	471.8349273323905	Infinity	-299.8798677740895	0.0051565957004949484
2045000	-316.7128349701827	NaN	-316.7128349701827	NaN	759.3563034949674	Infinity	-316.7128349701827	0.00474497191837258
2046000	-335.0057402014114	NaN	-335.0057402014114	NaN	1093.6595439828893	Infinity	-335.0057402014114	0.002881724097298759
2047000	-334.26354823041737	NaN	-334.26354823041737	NaN	1136.417641139256	Infinity	-334.26354823041737	0.0036560007841508605
2048000	-302.0174200657007	NaN	-302.0174200657007	NaN	571.5663996047434	Infinity	-302.0174200657007	0.005434518115322819
2049000	-330.02798286114074	NaN	-330.02798286114074	NaN	993.4864845459116	Infinity	-330.02798286114074	0.00355317042595323
2050000	-340.54238812604723	NaN	-340.54238812604723	NaN	1361.0477192387798	Infinity	-340.54238812604723	0.0027097746160341047
2051000	-361.1592994591198	NaN	-361.1592994591198	NaN	1788.5282765572183	Infinity	-361.1592994591198	0.0015267579377505353
2052000	-342.74737284471405	NaN	-342.74737284471405	NaN	1524.641896148959	Infinity	-342.74737284471405	0.0026518654612531904
2053000	-364.6516381948619	NaN	-364.6516381948619	NaN	2308.679041988856	Infinity	-364.6516381948619	0.001881428022623012
2054000	-345.6494384037103	NaN	-345.6494384037103	NaN	996.2847731597259	Infinity	-345.6494384037103	0.0022574722633569196
2055000	-337.27515350929906	NaN	-337.27515350929906	NaN	914.2344255208016	Infinity	-337.27515350929906	0.003578495582732088
2056000	-360.3964025777063	NaN	-360.3964025777063	NaN	1581.8182782646434	Infinity	-360.3964025777063	0.0021809814680876552
2057000	-315.6861755096337	NaN	-315.6861755096337	NaN	653.9171653713381	Infinity	-315.6861755096337	0.004890587861310336
2058000	-321.9856392042097	NaN	-321.9856392042097	NaN	677.0489761971289	Infinity	-321.9856392042097	0.004513128533017448
2059000	-305.3155838861308	NaN	-305.3155838861308	NaN	777.2531974391673	Infinity	-305.3155838861308	0.0047904530478172
2060000	-316.6220030132201	NaN	-316.6220030132201	NaN	930.4530206039484	Infinity	-316.6220030132201	0.00513321976063266
2061000	-322.20528170693706	NaN	-322.20528170693706	NaN	795.0385472807178	Infinity	-322.20528170693706	0.005381184294231474
2062000	-307.6924422083438	NaN	-307.6924422083438	NaN	531.781397308819	Infinity	-307.6924422083438	0.00449141734245112
2063000	-332.4525211732857	NaN	-332.4525211732857	NaN	1086.7628070619578	Infinity	-332.4525211732857	0.0026090699548097143
2064000	-345.3382002179125	NaN	-345.3382002179125	NaN	1681.5968840867433	Infinity	-345.3382002179125	0.002182459445206311
2065000	-357.9782249401789	NaN	-357.9782249401789	NaN	2231.5317263942543	Infinity	-357.9782249401789	0.002408068365132394
2066000	-333.74370021730385	NaN	-333.74370021730385	NaN	1427.3548943526494	Infinity	-333.74370021730385	0.003449638906899065
2067000	-363.8921004835077	NaN	-363.8921004835077	NaN	2575.4501124173366	Infinity	-363.8921004835077	0.001987152323974698
2068000	-367.31511584854377	NaN	-367.31511584854377	NaN	2292.527061115432	Infinity	-367.31511584854377	0.0023670076229065523
2069000	-372.00651111319746	NaN	-372.00651111319746	NaN	2120.001206548084	Infinity	-372.00651111319746	0.0014230003209389438
2070000	-398.2838500459294	NaN	-398.2838500459294	NaN	5130.1384677547985	Infinity	-398.2838500459294	7.190189750287783E-4
2071000	-375.6240847629628	NaN	-375.6240847629628	NaN	4068.393665600144	Infinity	-375.6240847629628	0.0013606837270632615
2072000	-330.76387457889297	NaN	-330.76387457889297	NaN	974.5563438920782	Infinity	-330.76387457889297	0.00301561364670993
2073000	-336.31095691915993	NaN	-336.31095691915993	NaN	943.729599997913	Infinity	-336.31095691915993	0.0029139857599330163
2074000	-342.29732939475787	NaN	-342.29732939475787	NaN	1374.5937451758891	Infinity	-342.29732939475787	0.002207050167572326
2075000	-338.18880098491286	NaN	-338.18880098491286	NaN	1280.6289167147804	Infinity	-338.18880098491286	0.002639514608728675
2076000	-379.9144260750543	NaN	-379.9144260750543	NaN	2657.374322720451	Infinity	-379.9144260750543	8.201792040632858E-4
2077000	-365.52556099008194	NaN	-365.52556099008194	NaN	2138.5874358928327	Infinity	-365.52556099008194	0.001630343529550876
2078000	-369.76234615164367	NaN	-369.76234615164367	NaN	2142.1950918268517	Infinity	-369.76234615164367	0.0014380349955857683
2079000	-346.91199446786425	NaN	-346.91199446786425	NaN	1293.9919701180027	Infinity	-346.91199446786425	0.002183231980453627
2080000	-317.2007007672651	NaN	-317.2007007672651	NaN	834.4498555940041	Infinity	-317.2007007672651	0.005238353490246909
2081000	-320.94955378332037	NaN	-320.94955378332037	NaN	638.7332285756218	Infinity	-320.94955378332037	0.0033395782460873364
2082000	-317.1136081081503	NaN	-317.1136081081503	NaN	577.0049004208175	Infinity	-317.1136081081503	0.004314222922328099
2083000	-293.55838841295235	NaN	-293.55838841295235	NaN	325.5281495770799	Infinity	-293.55838841295235	0.006451948334767093
2084000	-324.0329650221093	NaN	-324.0329650221093	NaN	854.262317306095	Infinity	-324.0329650221093	0.0043582003233604595
2085000	-333.713504457923	NaN	-333.713504457923	NaN	932.1061358318227	Infinity	-333.713504457923	0.004053329592216316
2086000	-314.0936237372166	NaN	-314.0936237372166	NaN	727.1946734084712	Infinity	-314.0936237372166	0.004770382119864168
2087000	-329.7186930088838	NaN	-329.7186930088838	NaN	959.904003437453	Infinity	-329.7186930088838	0.003192487631867892
2088000	-329.5971575107048	NaN	-329.5971575107048	NaN	902.9407598980973	Infinity	-329.5971575107048	0.002590655616037412
2089000	-320.47021731616337	NaN	-320.47021731616337	NaN	742.9825601228644	Infinity	-320.47021731616337	0.0030120398045499013
2090000	-331.892935540145	NaN	-331.892935540145	NaN	1045.4179406184358	Infinity	-331.892935540145	0.0031101735933752204
2091000	-347.1364791157633	NaN	-347.1364791157633	NaN	1551.7999260267202	Infinity	-347.1364791157633	0.0020364983693446476
2092000	-387.26573585853043	NaN	-387.26573585853043	NaN	3589.0060361385954	Infinity	-387.26573585853043	9.315883460193435E-4
2093000	-401.31844618221305	NaN	-401.31844618221305	NaN	4843.34641399765	Infinity	-401.31844618221305	7.358382258061064E-4
2094000	-382.29375816858567	NaN	-382.29375816858567	NaN	3156.8379485104383	Infinity	-382.29375816858567	0.0013097044781081204
2095000	-359.70964650652434	NaN	-359.70964650652434	NaN	1581.3370183596157	Infinity	-359.70964650652434	0.0018446098759850493
2096000	-366.2140408982461	NaN	-366.2140408982461	NaN	1904.9677833058495	Infinity	-366.2140408982461	0.0014069402930626616
2097000	-336.12518538202494	NaN	-336.12518538202494	NaN	906.834076891171	Infinity	-336.12518538202494	0.0024848446565133163
2098000	-359.5263305599056	NaN	-359.5263305599056	NaN	1651.1331340161673	Infinity	-359.5263305599056	0.0017213162906517326
2099000	-331.0163180821576	NaN	-331.0163180821576	NaN	1352.4919076358299	Infinity	-331.0163180821576	0.0030596279555662005
2100000	-328.61312429956365	NaN	-328.61312429956365	NaN	1020.5147659450411	Infinity	-328.61312429956365	0.0031557451584368237
2101000	-318.6810442332364	NaN	-318.6810442332364	NaN	924.6684706797132	Infinity	-318.6810442332364	0.0037992059869254697
2102000	-314.6094924586783	NaN	-314.6094924586783	NaN	919.3519855311325	Infinity	-314.6094924586783	0.004258861825134677
2103000	-293.371817690778	NaN	-293.371817690778	NaN	527.6160785140786	Infinity	-293.371817690778	0.0067038674164326215
2104000	-347.495315680752	NaN	-347.495315680752	NaN	2300.6348210093465	Infinity	-347.495315680752	0.002805371261853584
2105000	-328.02907531056513	NaN	-328.02907531056513	NaN	838.5480518765066	Infinity	-328.02907531056513	0.003789509712073012
2106000	-353.58568429016486	NaN	-353.58568429016486	NaN	1785.3000444245813	Infinity	-353.58568429016486	0.002042304316053251
2107000	-342.8086181179889	NaN	-342.8086181179889	NaN	1577.929041635466	Infinity	-342.8086181179889	0.0025134795323265746
2108000	-349.5359514953175	NaN	-349.5359514953175	NaN	1452.4374340374145	Infinity	-349.5359514953175	0.0029832882978502685
2109000	-359.70237071584523	NaN	-359.70237071584523	NaN	1855.8906796986234	Infinity	-359.70237071584523	0.001869451647810658
2110000	-339.6103277479864	NaN	-339.6103277479864	NaN	1789.514205350918	Infinity	-339.6103277479864	0.0023528776529300028
2111000	-343.54404777151245	NaN	-343.54404777151245	NaN	1411.5751510215234	Infinity	-343.54404777151245	0.0023928276576580484
2112000	-356.95616502800715	NaN	-356.95616502800715	NaN	1839.325705566968	Infinity	-356.95616502800715	0.001968573780701686
2113000	-346.9356016197657	NaN	-346.9356016197657	NaN	1432.6810079493866	Infinity	-346.9356016197657	0.002127568024539986
2114000	-342.4972802627961	NaN	-342.4972802627961	NaN	1226.4166412134555	Infinity	-342.4972802627961	0.002829293337653768
2115000	-342.1260123415265	NaN	-342.1260123415265	NaN	1814.7936184512325	Infinity	-342.1260123415265	0.0024708800537115738
2116000	-344.5081982250096	NaN	-344.5081982250096	NaN	1553.6037561368842	Infinity	-344.5081982250096	0.002054773158419142
2117000	-336.18249068025426	NaN	-336.18249068025426	NaN	1130.572094912787	Infinity	-336.18249068025426	0.0028212897268286396
2118000	-352.3160617092166	NaN	-352.3160617092166	NaN	1437.1638690365726	Infinity	-352.3160617092166	0.003107950404813149
2119000	-289.0084976739156	NaN	-289.0084976739156	NaN	396.78342845158346	Infinity	-289.0084976739156	0.007908031431111389
2120000	-303.9958622839683	NaN	-303.9958622839683	NaN	684.1369999032979	Infinity	-303.9958622839683	0.006343874315074224
2121000	-297.459625113499	NaN	-297.459625113499	NaN	578.4931359145569	Infinity	-297.459625113499	0.00611119103101167
2122000	-308.18745584938773	NaN	-308.18745584938773	NaN	699.2014173977309	Infinity	-308.18745584938773	0.004841401945790867
2123000	-317.95553016030743	NaN	-317.95553016030743	NaN	865.3107474363923	Infinity	-317.95553016030743	0.004713513933831303
2124000	-314.0747153566864	NaN	-314.0747153566864	NaN	843.4134672779844	Infinity	-314.0747153566864	0.004183483900071321
2125000	-299.82709681213777	NaN	-299.82709681213777	NaN	413.1872709822997	Infinity	-299.82709681213777	0.005973116907093215
2126000	-302.77375599495525	NaN	-302.77375599495525	NaN	460.7679581738036	Infinity	-302.77375599495525	0.005844298201832574
2127000	-324.71318934912506	NaN	-324.71318934912506	NaN	689.0652821781628	Infinity	-324.71318934912506	0.003690352536672406
2128000	-341.2973070136438	NaN	-341.2973070136438	NaN	911.7112707302107	Infinity	-341.2973070136438	0.002043186264982193
2129000	-355.0304474920768	NaN	-355.0304474920768	NaN	1661.585011328171	Infinity	-355.0304474920768	0.0020654889663146176
2130000	-336.5455478603827	NaN	-336.5455478603827	NaN	952.8800438534093	Infinity	-336.5455478603827	0.00409338391351043
2131000	-305.14587009517476	NaN	-305.14587009517476	NaN	543.5392670697034	Infinity	-305.14587009517476	0.007516585089353499
2132000	-315.5659746456878	NaN	-315.5659746456878	NaN	662.7162097405454	Infinity	-315.5659746456878	0.004938356834090879
2133000	-349.05258403910034	NaN	-349.05258403910034	NaN	1194.6293808688988	Infinity	-349.05258403910034	0.0021950205818988505
2134000	-318.06577289292306	NaN	-318.06577289292306	NaN	759.6201672774124	Infinity	-318.06577289292306	0.004453808479589898
2135000	-305.5578996061815	NaN	-305.5578996061815	NaN	745.748153819096	Infinity	-305.5578996061815	0.0061721764336796926
2136000	-272.0305372638949	NaN	-272.0305372638949	NaN	319.1671654672957	Infinity	-272.0305372638949	0.01176066187359503
2137000	-272.33705701589133	NaN	-272.33705701589133	NaN	322.1586470943365	Infinity	-272.33705701589133	0.014226064469322452
2138000	-279.25934157271104	NaN	-279.25934157271104	NaN	336.62273712966777	Infinity	-279.25934157271104	0.012726229508185954
2139000	-296.14479792986305	NaN	-296.14479792986305	NaN	398.7429319409162	Infinity	-296.14479792986305	0.005510018481149732
2140000	-307.7744574478295	NaN	-307.7744574478295	NaN	478.5899558512135	Infinity	-307.7744574478295	0.00747929980847777
2141000	-301.92836783758815	NaN	-301.92836783758815	NaN	577.6220826479489	Infinity	-301.92836783758815	0.006560395990623929
2142000	-310.1768797105953	NaN	-310.1768797105953	NaN	820.3847750952411	Infinity	-310.1768797105953	0.006345576576998288
2143000	-357.387503332272	NaN	-357.387503332272	NaN	2170.7563652620365	Infinity	-357.387503332272	0.0022714555933153464
2144000	-375.4697907081142	NaN	-375.4697907081142	NaN	2950.0301244208067	Infinity	-375.4697907081142	0.0013131694427181515
2145000	-393.20182102491594	NaN	-393.20182102491594	NaN	3146.6200954791684	Infinity	-393.20182102491594	8.559452600168869E-4
2146000	-360.13283764026187	NaN	-360.13283764026187	NaN	1822.8225029473092	Infinity	-360.13283764026187	0.0016313388462474178
2147000	-379.11542706218205	NaN	-379.11542706218205	NaN	2286.715516362351	Infinity	-379.11542706218205	0.001204410919137978
2148000	-355.2241326630432	NaN	-355.2241326630432	NaN	1338.861432654968	Infinity	-355.2241326630432	0.0013807044390926526
2149000	-377.61340326314394	NaN	-377.61340326314394	NaN	2432.4411665747025	Infinity	-377.61340326314394	0.0010807082758499422
2150000	-368.2806457341427	NaN	-368.2806457341427	NaN	1806.5182117511351	Infinity	-368.2806457341427	0.001472289165286117
2151000	-358.6115869943509	NaN	-358.6115869943509	NaN	1759.8909860177844	Infinity	-358.6115869943509	0.0016367912248220747
2152000	-346.55281274062907	NaN	-346.55281274062907	NaN	1162.4826844933452	Infinity	-346.55281274062907	0.002035309380550068
2153000	-339.4583383348127	NaN	-339.4583383348127	NaN	1429.9504933854316	Infinity	-339.4583383348127	0.0023008696208473758
2154000	-339.90501591311556	NaN	-339.90501591311556	NaN	1200.1266549104491	Infinity	-339.90501591311556	0.003169089709713478
2155000	-327.2000166897812	NaN	-327.2000166897812	NaN	719.4377368208338	Infinity	-327.2000166897812	0.003180711330272321
2156000	-313.98334458738526	NaN	-313.98334458738526	NaN	600.7647612797878	Infinity	-313.98334458738526	0.003751042629125661
2157000	-329.89837872644944	NaN	-329.89837872644944	NaN	823.9847561757941	Infinity	-329.89837872644944	0.0027765369152325157
2158000	-378.8632375521746	NaN	-378.8632375521746	NaN	2452.729475830453	Infinity	-378.8632375521746	0.0015227785215946113
2159000	-338.3504198442716	NaN	-338.3504198442716	NaN	1188.7223351357331	Infinity	-338.3504198442716	0.0036933405841518643
2160000	-287.5119865055821	NaN	-287.5119865055821	NaN	391.5258229054644	Infinity	-287.5119865055821	0.007496633659159003
2161000	-292.1645160201017	NaN	-292.1645160201017	NaN	457.89073562404116	Infinity	-292.1645160201017	0.006688574019979667
2162000	-310.42749202315133	NaN	-310.42749202315133	NaN	721.239268338482	Infinity	-310.42749202315133	0.005709117512788885
2163000	-275.9919123032024	NaN	-275.9919123032024	NaN	298.00529643405804	Infinity	-275.9919123032024	0.007879746593175908
2164000	-297.0117654762766	NaN	-297.0117654762766	NaN	392.08312002910867	Infinity	-297.0117654762766	0.00512353725767498
2165000	-326.55865148210364	NaN	-326.55865148210364	NaN	939.6520214803867	Infinity	-326.55865148210364	0.003151800317071143
2166000	-326.1324052687434	NaN	-326.1324052687434	NaN	577.8847505950117	Infinity	-326.1324052687434	0.003467485869121376
2167000	-330.32829901592766	NaN	-330.32829901592766	NaN	997.0278530303659	Infinity	-330.32829901592766	0.00411923678738469
2168000	-329.34118169687326	NaN	-329.34118169687326	NaN	1145.7026254873288	Infinity	-329.34118169687326	0.003079032791548035
2169000	-310.0981889589103	NaN	-310.0981889589103	NaN	751.0263303701635	Infinity	-310.0981889589103	0.004615570339219723
2170000	-323.54919590588605	NaN	-323.54919590588605	NaN	1083.673025066284	Infinity	-323.54919590588605	0.0038775026334165906
2171000	-321.8344486324549	NaN	-321.8344486324549	NaN	858.5977395601439	Infinity	-321.8344486324549	0.003895890368890956
2172000	-340.602318483905	NaN	-340.602318483905	NaN	1724.060173356014	Infinity	-340.602318483905	0.0024380204003428083
2173000	-340.9381845897276	NaN	-340.9381845897276	NaN	1186.953273846974	Infinity	-340.9381845897276	0.003451966761185491
2174000	-289.35409054303864	NaN	-289.35409054303864	NaN	609.7180238318201	Infinity	-289.35409054303864	0.008439979414050107
2175000	-284.25932995982083	NaN	-284.25932995982083	NaN	359.87590058678967	Infinity	-284.25932995982083	0.008063810008033346
2176000	-277.4016660972934	NaN	-277.4016660972934	NaN	377.1866503147622	Infinity	-277.4016660972934	0.008675491895884874
2177000	-257.0965612951061	NaN	-257.0965612951061	NaN	185.94125905644975	Infinity	-257.0965612951061	0.014430677898205837
2178000	-266.6259145563662	NaN	-266.6259145563662	NaN	341.9799736892529	Infinity	-266.6259145563662	0.012363313131624816
2179000	-264.0786936938395	NaN	-264.0786936938395	NaN	292.75096921357476	Infinity	-264.0786936938395	0.014818697999242642
2180000	-274.47050104819476	NaN	-274.47050104819476	NaN	231.66436113259047	Infinity	-274.47050104819476	0.012299723814626856
2181000	-279.4266309211125	NaN	-279.4266309211125	NaN	345.54144483920527	Infinity	-279.4266309211125	0.008281342425106857
2182000	-322.28560675148026	NaN	-322.28560675148026	NaN	894.9805762035438	Infinity	-322.28560675148026	0.004178711646519439
2183000	-333.103740747084	NaN	-333.103740747084	NaN	1392.032521140038	Infinity	-333.103740747084	0.0028637117718316634
2184000	-313.9367906654011	NaN	-313.9367906654011	NaN	636.5698280626563	Infinity	-313.9367906654011	0.004317736010546933
2185000	-325.0896332113343	NaN	-325.0896332113343	NaN	1020.0037754408543	Infinity	-325.0896332113343	0.004341298084106546
2186000	-373.84985948214756	NaN	-373.84985948214756	NaN	2680.102375048193	Infinity	-373.84985948214756	0.0017037631944554316
2187000	-344.0665881961972	NaN	-344.0665881961972	NaN	2338.247702276023	Infinity	-344.0665881961972	0.0023412749782464625
2188000	-339.91656422837	NaN	-339.91656422837	NaN	1616.2015394345271	Infinity	-339.91656422837	0.0025653933632488485
2189000	-335.7280535784034	NaN	-335.7280535784034	NaN	1088.8444923631262	Infinity	-335.7280535784034	0.0029477383259150663
2190000	-345.45611764305175	NaN	-345.45611764305175	NaN	1453.4333469655362	Infinity	-345.45611764305175	0.002358543693777434
2191000	-356.4571913951205	NaN	-356.4571913951205	NaN	1840.8028812859461	Infinity	-356.4571913951205	0.0014495256844394705
2192000	-348.80324441736315	NaN	-348.80324441736315	NaN	1557.53426075277	Infinity	-348.80324441736315	0.00194132023613664
2193000	-399.5796920849097	NaN	-399.5796920849097	NaN	3895.598034241739	Infinity	-399.5796920849097	8.497430570176669E-4
2194000	-394.57588368582697	NaN	-394.57588368582697	NaN	2999.9053131394344	Infinity	-394.57588368582697	8.653955543165464E-4
2195000	-371.79935561840125	NaN	-371.79935561840125	NaN	2506.201606306514	Infinity	-371.79935561840125	0.0014072157164706
2196000	-324.5770179817616	NaN	-324.5770179817616	NaN	791.9053824601546	Infinity	-324.5770179817616	0.003140875483093462
2197000	-354.39292216067554	NaN	-354.39292216067554	NaN	1470.4133114724232	Infinity	-354.39292216067554	0.0021740283372730608
2198000	-372.0134832382967	NaN	-372.0134832382967	NaN	2445.94582599763	Infinity	-372.0134832382967	0.0014331888721823857
2199000	-393.62346523199733	NaN	-393.62346523199733	NaN	3949.227567853522	Infinity	-393.62346523199733	6.76583892078908E-4
2200000	-386.5637001261437	NaN	-386.5637001261437	NaN	3831.4267345674957	Infinity	-386.5637001261437	0.0010883035653534007
2201000	-397.52480277818984	NaN	-397.52480277818984	NaN	3745.9996905308853	Infinity	-397.52480277818984	0.001163994629586985
2202000	-391.97961016462307	NaN	-391.97961016462307	NaN	4253.44303555199	Infinity	-391.97961016462307	8.471424679998459E-4
2203000	-398.22995889830736	NaN	-398.22995889830736	NaN	4459.203554515575	Infinity	-398.22995889830736	7.276207404670729E-4
2204000	-386.10512460114927	NaN	-386.10512460114927	NaN	2719.183056123613	Infinity	-386.10512460114927	8.186438340637996E-4
2205000	-392.393525634119	NaN	-392.393525634119	NaN	4120.237165504195	Infinity	-392.393525634119	9.07074248989806E-4
2206000	-416.3293619206889	NaN	-416.3293619206889	NaN	5683.900643814783	Infinity	-416.3293619206889	4.3141312872885864E-4
2207000	-412.1051598634345	NaN	-412.1051598634345	NaN	5928.729819966446	Infinity	-412.1051598634345	6.972542385106682E-4
2208000	-419.84149132287934	NaN	-419.84149132287934	NaN	6498.449195165651	Infinity	-419.84149132287934	5.766330475479726E-4
2209000	-395.51238693627636	NaN	-395.51238693627636	NaN	3968.5029088748265	Infinity	-395.51238693627636	0.001132351160231479
2210000	-374.24298456075144	NaN	-374.24298456075144	NaN	2618.410457817562	Infinity	-374.24298456075144	0.0015284707119292828
2211000	-372.03070150559466	NaN	-372.03070150559466	NaN	2284.1551536003794	Infinity	-372.03070150559466	0.0015952102107068423
2212000	-398.9482872259139	NaN	-398.9482872259139	NaN	5193.085516984596	Infinity	-398.9482872259139	8.258510726586275E-4
2213000	-359.1978947886351	NaN	-359.1978947886351	NaN	1766.927739245251	Infinity	-359.1978947886351	0.0015486155513495762
2214000	-388.0238662969521	NaN	-388.0238662969521	NaN	3741.3321396134697	Infinity	-388.0238662969521	0.00106862528667277
2215000	-390.22707508232094	NaN	-390.22707508232094	NaN	3451.4724165237617	Infinity	-390.22707508232094	0.0011188890627714327
2216000	-399.54324836350537	NaN	-399.54324836350537	NaN	3955.2077634517386	Infinity	-399.54324836350537	6.588141866156895E-4
2217000	-378.92400529631914	NaN	-378.92400529631914	NaN	2385.786007780172	Infinity	-378.92400529631914	0.0010382673769564195
2218000	-369.08757873033164	NaN	-369.08757873033164	NaN	2688.2156312296643	Infinity	-369.08757873033164	0.0013932042434720458
2219000	-324.05339370290335	NaN	-324.05339370290335	NaN	1031.4370024264651	Infinity	-324.05339370290335	0.0031916619771904923
2220000	-352.2733739714762	NaN	-352.2733739714762	NaN	1826.1539166217726	Infinity	-352.2733739714762	0.0019323520935334208
2221000	-340.7133784690321	NaN	-340.7133784690321	NaN	1618.622473470662	Infinity	-340.7133784690321	0.0026850633316749884
2222000	-341.60759534439285	NaN	-341.60759534439285	NaN	1463.429425081623	Infinity	-341.60759534439285	0.002842719453173564
2223000	-350.10553596098634	NaN	-350.10553596098634	NaN	1374.4733264283664	Infinity	-350.10553596098634	0.002203408657643944
2224000	-395.99770686986767	NaN	-395.99770686986767	NaN	4312.093219081559	Infinity	-395.99770686986767	9.420034715949691E-4
2225000	-377.9612992560409	NaN	-377.9612992560409	NaN	2648.1228186431667	Infinity	-377.9612992560409	0.0010028254322303918
2226000	-395.56869869796043	NaN	-395.56869869796043	NaN	4180.433052408293	Infinity	-395.56869869796043	9.780074054403464E-4
2227000	-353.9773942992333	NaN	-353.9773942992333	NaN	1518.07966638685	Infinity	-353.9773942992333	0.002117236782246534
2228000	-342.48627253634595	NaN	-342.48627253634595	NaN	1486.5214338069475	Infinity	-342.48627253634595	0.002626398048308717
2229000	-373.5555385978795	NaN	-373.5555385978795	NaN	2171.1806826513903	Infinity	-373.5555385978795	0.0012503561972970222
2230000	-353.08982438406156	NaN	-353.08982438406156	NaN	1469.330348495676	Infinity	-353.08982438406156	0.0019758115265223098
2231000	-360.97001859085196	NaN	-360.97001859085196	NaN	1576.6200980095703	Infinity	-360.97001859085196	0.0015958112406078537
